genres,id,original_title,production_companies,release_date,runtime,title,vote_average,vote_count,MMPA Rating,Platform
"[{""id"": 35, ""name"": ""Comedy""}]",11025.0,New York Minute,"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Dualstar Productions"", ""id"": 6130}, {""name"": ""Warner Bros."", ""id"": 6194}]",2004-05-01,91.0,New York Minute,5.5,185.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}]",8849.0,Alfie,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Patalex Productions"", ""id"": 57751}]",2004-10-22,103.0,Alfie,5.6,248.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",78698.0,Big Miracle,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Working Title Films"", ""id"": 10163}]",2012-02-02,107.0,Big Miracle,6.6,152.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",30943.0,The Deep End of the Ocean,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]",1999-03-12,106.0,The Deep End of the Ocean,5.9,54.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9544.0,FearDotCom,"[{""name"": ""Milagro Films"", ""id"": 1070}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""DoRo Fiction Film"", ""id"": 2193}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}, {""name"": ""Carousel Picture Company, The"", ""id"": 19944}, {""name"": ""Luxembourg Film Fund"", ""id"": 46195}, {""name"": ""Filmyard Underwaterdeco"", ""id"": 48618}]",2002-08-09,101.0,FearDotCom,3.2,105.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",24418.0,Cirque du Freak: The Vampire's Assistant,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2009-10-23,109.0,Cirque du Freak: The Vampire's Assistant,5.5,348.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",7288.0,Duplex,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Flower Films"", ""id"": 2214}]",2003-09-26,89.0,Duplex,5.9,482.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",14655.0,Soul Men,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2008-11-07,103.0,Soul Men,6.3,47.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",24575.0,Raise the Titanic,"[{""name"": ""ITC Entertainment"", ""id"": 1584}]",1980-01-01,115.0,Raise the Titanic,5.2,21.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10366.0,Universal Soldier: The Return,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Baumgarten-Prophet Entertainment"", ""id"": 12968}]",1999-08-05,82.0,Universal Soldier: The Return,4.2,135.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",19898.0,Pandorum,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]",2009-09-08,108.0,Pandorum,6.5,774.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4965.0,Impostor,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Marty Katz Productions"", ""id"": 12552}, {""name"": ""Mojo Films"", ""id"": 21635}, {""name"": ""PK Pictures"", ""id"": 21636}]",2001-12-03,102.0,Impostor,6.1,135.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15074.0,Extreme Ops,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Extreme Productions"", ""id"": 16849}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}]",2002-11-27,93.0,Extreme Ops,5.0,28.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",56715.0,Just Visiting,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Bruin Grip Services"", ""id"": 5330}]",2001-04-06,88.0,Just Visiting,4.8,171.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1272.0,Sunshine,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",2007-04-05,107.0,Sunshine,7.0,1182.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",72358.0,A Thousand Words,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Varsity Pictures"", ""id"": 6024}]",2012-03-07,91.0,A Thousand Words,6.0,373.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",20542.0,Delgo,"[{""name"": ""Fathom Studios"", ""id"": 3796}, {""name"": ""Electric Eye Entertainment Corporation"", ""id"": 11623}]",2008-12-12,94.0,Delgo,5.4,15.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",266396.0,The Gunman,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Nostromo Pictures"", ""id"": 11068}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""Institut Catal\u00e0 de les Empreses Culturals (ICEC)"", ""id"": 35559}, {""name"": ""Prone Gunman"", ""id"": 58772}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}, {""name"": ""Prone Gunman A.I.E."", ""id"": 58774}]",2015-02-16,115.0,The Gunman,5.5,392.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",9978.0,Stormbreaker,"[{""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Weinstein Company, The"", ""id"": 7289}, {""name"": ""Samuelson Productions"", ""id"": 22514}]",2006-07-21,93.0,Stormbreaker,5.1,213.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",8271.0,Disturbia,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cold Spring Pictures"", ""id"": 2363}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}]",2007-04-12,105.0,Disturbia,6.6,1006.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",10428.0,Hackers,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Suftley"", ""id"": 87394}]",1995-09-14,107.0,Hackers,6.2,398.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",5353.0,The Hunting Party,"[{""name"": ""Intermedia Films"", ""id"": 763}]",2007-09-03,101.0,The Hunting Party,6.6,96.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11934.0,The Hudsucker Proxy,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""PolyGram Filmproduktion"", ""id"": 23873}]",1994-03-11,111.0,The Hudsucker Proxy,7.1,275.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",14392.0,投名狀,"[{""name"": ""Applause Pictures"", ""id"": 5346}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Beijing Jinyinma Movie & TV Culture Co."", ""id"": 5636}, {""name"": ""Stellar Mega Films"", ""id"": 6838}, {""name"": ""Beijing Poly-bona Film Publishing Company"", ""id"": 11414}, {""name"": ""Chengtian Entertainment"", ""id"": 11417}, {""name"": ""Morgan & Chan Films"", ""id"": 12183}, {""name"": ""Talent Aid International"", ""id"": 12184}, {""name"": ""China Film Group Corporation (CFGC)"", ""id"": 14714}]",2007-12-12,126.0,The Warlords,6.3,83.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",19495.0,Nomad,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Ibrus"", ""id"": 3622}, {""name"": ""Kazakhfilm Studios"", ""id"": 3623}, {""name"": ""True Story Production"", ""id"": 3624}]",2005-07-17,112.0,Nomad: The Warrior,4.3,17.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",110415.0,Snowpiercer,"[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]",2013-08-01,126.0,Snowpiercer,6.7,2854.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",77459.0,Un monstre à Paris,"[{""name"": ""Europa Corp"", ""id"": 1075}, {""name"": ""Scanbox"", ""id"": 8992}]",2011-10-12,90.0,A Monster in Paris,6.5,313.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",26486.0,The Last Shot,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)"", ""id"": 59952}, {""name"": ""Burro Productions"", ""id"": 59955}]",2004-09-24,90.0,The Last Shot,5.9,15.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9495.0,The Crow,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Crowvision Inc."", ""id"": 4028}, {""name"": ""Entertainment Media Investment Corporation"", ""id"": 4029}, {""name"": ""Jeff Most Productions"", ""id"": 4030}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}]",1994-05-11,102.0,The Crow,7.3,953.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",256040.0,Baahubali: The Beginning,"[{""name"": ""Arka Media Works"", ""id"": 57946}]",2015-07-10,159.0,Baahubali: The Beginning,7.5,135.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",24420.0,The Time Traveler's Wife,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Internationale Scarena Filmproduktionsgesellschaft 2"", ""id"": 23046}]",2009-08-14,107.0,The Time Traveler's Wife,6.7,798.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}]",1257.0,Because I Said So,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gold Circle Films"", ""id"": 12026}]",2007-02-02,102.0,Because I Said So,5.8,191.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",62214.0,Frankenweenie,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]",2012-10-04,87.0,Frankenweenie,6.6,932.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",16320.0,Serenity,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",2005-08-25,119.0,Serenity,7.4,1264.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",8842.0,Against the Ropes,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cort/Madden Productions"", ""id"": 53673}, {""name"": ""ATR Films"", ""id"": 53904}, {""name"": ""MMP Erste Filmproduktions"", ""id"": 53905}, {""name"": ""Moviemakers Productions (MMP)"", ""id"": 53906}]",2004-02-20,106.0,Against the Ropes,4.5,32.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9531.0,Superman III,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Cantharus Productions"", ""id"": 51903}]",1983-06-17,125.0,Superman III,5.3,490.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}]",64807.0,Grudge Match,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}]",2013-12-25,113.0,Grudge Match,6.0,433.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",12289.0,Chi bi,"[{""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Showbox"", ""id"": 3491}]",2008-07-10,150.0,Red Cliff,7.1,205.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11529.0,Sweet Home Alabama,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",2002-09-26,108.0,Sweet Home Alabama,6.0,394.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20943.0,The Ugly Truth,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Relativity Media"", ""id"": 7295}]",2009-07-24,96.0,The Ugly Truth,6.4,972.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9099.0,Sgt. Bilko,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",1996-03-29,90.0,Sgt. Bilko,5.5,94.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",9488.0,Spy Kids 2: The Island of Lost Dreams,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2002-08-07,100.0,Spy Kids 2: The Island of Lost Dreams,5.3,521.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",193.0,Star Trek: Generations,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1994-11-17,118.0,Star Trek: Generations,6.4,452.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",44865.0,一代宗師,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Block 2 Pictures"", ""id"": 539}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Jet Tone Films"", ""id"": 26492}, {""name"": ""Sil-Metropole Organisation Ltd."", ""id"": 35050}]",2013-01-08,130.0,The Grandmaster,6.3,273.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",55787.0,Water for Elephants,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Flashpoint Entertainment"", ""id"": 7717}, {""name"": ""Big Screen Productions"", ""id"": 10893}]",2011-03-15,120.0,Water for Elephants,6.7,850.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",257932.0,Dragon Nest: Warriors' Dawn,"[{""name"": ""Mili Pictures"", ""id"": 60714}]",2014-05-20,88.0,Dragon Nest: Warriors' Dawn,6.8,19.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}]",10400.0,The Hurricane,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Azoff Entertainment"", ""id"": 10619}]",1999-09-17,146.0,The Hurricane,7.2,396.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1957.0,Enough,"[{""name"": ""Winkler Films"", ""id"": 8880}]",2002-05-24,114.0,Enough,6.2,264.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10833.0,Heartbreakers,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2001-03-23,123.0,Heartbreakers,5.7,254.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",256961.0,Paul Blart: Mall Cop 2,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Hey Eddie"", ""id"": 46222}]",2015-04-16,94.0,Paul Blart: Mall Cop 2,5.0,567.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",5852.0,Angel Eyes,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}, {""name"": ""AE Two Film Productions"", ""id"": 89132}, {""name"": ""Angel Eyes Productions"", ""id"": 89133}]",2001-05-15,102.0,Angel Eyes,5.6,88.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}]",12312.0,Joe Somebody,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Atchity Entertainment International (AEI)"", ""id"": 81134}]",2001-12-21,99.0,Joe Somebody,5.5,40.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",622.0,The Ninth Gate,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Kino Vision"", ""id"": 353}, {""name"": ""Orly Films"", ""id"": 354}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Origen Producciones Cinematograficas S.A."", ""id"": 3315}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}]",1999-08-24,133.0,The Ninth Gate,6.3,756.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11306.0,Extreme Measures,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Simian Films"", ""id"": 10153}]",1996-09-27,118.0,Extreme Measures,5.7,80.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",12508.0,Rock Star,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Robert Lawrence Productions"", ""id"": 12245}, {""name"": ""Metal Productions Inc."", ""id"": 89134}, {""name"": ""Maysville Pictures"", ""id"": 89135}]",2001-09-04,105.0,Rock Star,6.0,190.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}]",25793.0,Precious,"[{""name"": ""Smokewood Entertainment Group"", ""id"": 4424}]",2009-11-06,110.0,Precious,6.9,417.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",10534.0,White Squall,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Scott Free Productions"", ""id"": 1645}]",1996-02-02,129.0,White Squall,6.3,86.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1091.0,The Thing,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]",1982-06-25,109.0,The Thing,7.8,1588.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",87421.0,Riddick,"[{""name"": ""One Race Productions"", ""id"": 1225}, {""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Riddick Canada Productions"", ""id"": 23634}]",2013-09-02,119.0,Riddick,6.2,2035.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10871.0,Switchback,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]",1997-10-31,118.0,Switchback,5.8,52.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",13503.0,Texas Rangers,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2001-11-30,110.0,Texas Rangers,5.4,19.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",13600.0,City of Ember,"[{""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Walden Media"", ""id"": 10221}]",2008-10-07,90.0,City of Ember,6.2,605.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}]",68722.0,The Master,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]",2012-09-07,137.0,The Master,7.0,701.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
